name,category,latitude,longitude
Jubilee Marketplace,supermarket,40.7319729,-73.9597883
Azure Gourmet,convenience,40.7300909,-73.9577837
Greenpoint Convenience,convenience,40.7335751,-73.9583571
Whole Foods Market,supermarket,40.7070866,-74.0119141
Sky Ting Trading Company,convenience,40.7200912,-73.995513
2020 Gourmet Deli,convenience,40.8078345,-73.9393665
Exper SS Deli,convenience,40.8185364,-73.9379651
Key Food,supermarket,40.8170044,-73.9383736
Walton Ave Deli,convenience,40.8189207,-73.9280806
153 Deli Grocery,convenience,40.8188612,-73.9276908
Los Tres Amigos Deli & Grill,convenience,40.7149096,-73.9132358
Super A Mart,supermarket,40.7175,-73.9950895
Grand Gourmet Deli,convenience,40.7114344,-73.9474189
Bonjour Food Market,convenience,40.7478313,-73.9451695
Ai Mart,convenience,40.7478732,-73.9453359
Mom & Pop Corner Inc,convenience,40.7931664,-73.9408177
110 Grab & Go,convenience,40.7945736,-73.9441619
East Side Smoke Shop,convenience,40.7745235,-73.9573499
Kibs Bay Convenience,convenience,40.7433033,-73.9771908
One's Convenience & Smoke Shop,convenience,40.7340708,-73.9808118
El Mercardito,convenience,40.7020949,-73.9243917
34th Street Grab-N-Go,convenience,40.7522816,-73.9297461
Hortons,supermarket,40.7675733,-73.9299275
Krishna Candy & Grocery,convenience,40.7212348,-73.9034878
Plaho Deli Grocery,convenience,40.7291435,-73.9003969
Shriji Corp. Grocery Store,convenience,40.7418248,-73.9046597
A&R Market,convenience,40.7229853,-73.9086089
Golden Orange Produce,supermarket,40.7209457,-73.9073397
Berry Convenience Smoke Shop,convenience,40.7191135,-73.9586516
Ten Ichi Mart,supermarket,40.7167994,-73.9611363
Rodriguez Grocery & Deli,convenience,40.7151483,-73.9625916
Terra Market,convenience,40.7569754,-73.993907
Jubilee Marketplace,supermarket,40.7121932,-73.9629389
Smoke & Vape,convenience,40.7337421,-73.9896723
Unknown,convenience,40.7462146,-73.9136742
Woodside Super Convenient,convenience,40.7461371,-73.913221
Dan's Supermarket,supermarket,40.863982,-73.9255258
Willy's Convenience ,convenience,40.7880484,-73.9491684
Rosenfeld's Mini Market,convenience,40.7028319,-73.9571421
Organic Deli,convenience,40.7094807,-73.951034
Dubai Organic,convenience,40.7108056,-73.9513654
Arkan Food Corp,convenience,40.8134445,-73.9417023
Exquisite Grill Deli,convenience,40.8149755,-73.9405625
Ken I Convenience,convenience,40.798385,-73.9414909
Fine Fare Supermarket,supermarket,40.8017203,-73.9495714
527 Convenience store,convenience,40.8151323,-73.940449
NYCity Grill Deli,convenience,40.815615,-73.9401039
Top Deli Grill,convenience,40.8216029,-73.9394424
Skyline Food Center,convenience,40.8226159,-73.9418373
Latin Food & Grocwry,convenience,40.8016139,-73.93464
Fine Fare,supermarket,40.8656955,-73.926319
Wing Tak Grocery,convenience,40.7185737,-73.9968074
Midtown Grocery,convenience,40.7585445,-73.96298
Smoke & Draft,convenience,40.7698887,-73.9542397
Daona Market Place,supermarket,40.7684478,-73.955766
Broadway Beer & Smoke,convenience,40.7616726,-73.9250381
El Berieo 1,convenience,40.7904475,-73.9474261
Cherry Candy Shop,convenience,40.7897145,-73.9465377
Fine Fare Supermarket ,supermarket,40.8023211,-73.9490789
Midtown Convenience,convenience,40.7598203,-73.9651455
Heng Yun Grocery Store,convenience,40.716989,-73.9904216
M&M Gourmet Deli & Grill,convenience,40.7410701,-73.9834249
Convenience & Juicebar,convenience,40.7406591,-73.9841464
7-Eleven,convenience,40.7455117,-73.9906674
2176 Deli & Grocery,convenience,40.7942693,-73.939545
Mary's Candy Store,convenience,40.7936441,-73.9404606
Meat & Grocery Deli,convenience,40.7898704,-73.9432347
Hot Family Deli,convenience,40.7888843,-73.9434826
Good Vibes Family Convenience,convenience,40.7887999,-73.943546
AAA Gourmet Deli,convenience,40.7904843,-73.9427695
Matto Espresso,convenience,40.7097338,-74.0096119
Quick Pick,convenience,40.7095098,-74.0082267
Mr. Exotix,convenience,40.7099014,-74.0090935
N. A. Candy Store,convenience,40.774548,-73.9512973
Belen Multiservice Corp.,convenience,40.7007918,-73.9111194
Unique News & Smoke,convenience,40.7835253,-73.9798822
Metro Gas Inc,convenience,40.7133737,-73.9166789
Water Convenience,convenience,40.7058366,-74.0071903
Santos Frutas y Mas...,convenience,40.807945,-73.9187988
Pioneer,supermarket,40.8091818,-73.9225632
Tello Grocery,convenience,40.8097962,-73.9240942
Lara Grocery,convenience,40.8099467,-73.9244224
NYC Convenience,convenience,40.7057064,-74.0099963
FQ Multi-Services,convenience,40.7016839,-73.9085921
840 St Nicholas Food Corp,convenience,40.8287742,-73.9420185
7-Eleven,convenience,40.7076658,-74.0138891
Beyond Natural Market,supermarket,40.7076759,-73.9412217
Smoke Shop,convenience,40.7266508,-74.0031467
Barakth & Saiful,convenience,40.7149901,-74.007667
Khawaja News,convenience,40.7519835,-73.9737881
Food Bazaar,supermarket,40.8037632,-73.935539
Hudson Food Market,convenience,40.7499295,-73.9374694
Americano Deli,convenience,40.7996528,-73.9685906
Grace Convenience,convenience,40.7662868,-73.9562248
Greenland Convenience,convenience,40.7552612,-73.9946065
Lime Deli Grocery,convenience,40.7990753,-73.9669526
Los Vecinos Meat Market & Supermarket,supermarket,40.8019641,-73.9643475
Flavors NYC,convenience,40.768955,-73.9549374
Ten Ichi Mart & Deli,convenience,40.741219,-73.9900912
Exxon,convenience,40.8442007,-74.012749
Manhattan Alpha,convenience,40.7711613,-73.9564192
MC Deli Grocery,convenience,40.7570539,-73.9296309
Family Organic Deli,convenience,40.7878197,-73.9442266
Chop Cheese Deli,convenience,40.8493192,-73.9363867
Trader Joe's,supermarket,40.7599524,-73.9611699
Target,supermarket,40.7941384,-73.9663387
Lucky Corner Lotto,convenience,40.7940518,-73.9707627
Central Markets,supermarket,40.8007795,-73.9593039
King Columbus Gourmet,convenience,40.7981106,-73.9639355
Solo Convenience,convenience,40.799634,-73.9628072
901 Fresh,convenience,40.797953,-73.9635742
Unknown,convenience,40.8774071,-73.9821396
Express Grocery Deli,convenience,40.7005223,-73.9384633
Eighth Heaven,convenience,40.7956721,-73.9706896
Lincoln Market,supermarket,40.7772695,-73.9090189
Whole Foods Market,supermarket,40.7437476,-73.985621
Jay Maharaj Grocery,convenience,40.7413764,-73.9198688
86th St. Convenience,convenience,40.7873901,-73.974989
ALDI,supermarket,40.8076651,-74.0174457
Sunny Grocery,convenience,40.7447851,-73.9185118
Broadway Convenience,convenience,40.7921385,-73.9732778
Westside Convenience Store,convenience,40.7645995,-73.9913697
A & D Mart,convenience,40.7606999,-73.9614087
Bhutan Store,convenience,40.7415485,-73.9179319
Queenie,convenience,40.765558,-73.9574146
Madina Halal Meat & Grocery,convenience,40.7291538,-73.9837049
56th Convenience,convenience,40.7576592,-73.963167
182 Willis Deli & Grocery,convenience,40.8076279,-73.9237151
Royal Convenience,convenience,40.7801996,-73.9802446
East 119 Grocery,convenience,40.7977245,-73.9339229
122 Snack Box,convenience,40.7289342,-73.9572946
GG Gourmet Deli,convenience,40.8414449,-73.9402522
7th Avenue Deli Grocery,convenience,40.8248282,-73.9370949
ANZ One Stop,convenience,40.7433765,-73.9817561
Green Valley,convenience,40.7503192,-73.9403956
CR7 Gourmet Deli,convenience,40.7237555,-73.9878772
Go Green,convenience,40.7286293,-73.9843349
Grameen Plaza 55,convenience,40.7447987,-73.9097451
Foodside Market,convenience,40.744362,-73.9126429
Fresh Harvest Deli,convenience,40.743989,-73.9126572
El Tepeyac Food Market,convenience,40.7904536,-73.9483277
O&A Grocery,convenience,40.7391932,-73.9196354
Park View Market,convenience,40.8014683,-73.9577702
Reefer & Convenience,convenience,40.7982351,-73.9339982
East 118 Candy,convenience,40.7977981,-73.9343248
Chelsea Fine Food,convenience,40.7465885,-73.9972834
7 Brothers Deli & Grill,convenience,40.7962815,-73.9349704
Speedy 4 Convenience Shop,convenience,40.7464166,-73.9031791
Westside Market,supermarket,40.7436689,-73.995123
Shop Fair,supermarket,40.7220934,-73.9800987
Prime Convenience,convenience,40.7691227,-73.9523224
Soho Convenience,convenience,40.723259,-74.0033342
Janey Grocery,convenience,40.7394215,-73.9193055
Greenpoint Natural Market,convenience,40.7339061,-73.9550471
Fairview Deli & Grocery,convenience,40.708089,-73.908444
Winners Smoke Shop,convenience,40.7454206,-73.9033299
Ridgewood Finest Deli & Grill,convenience,40.705085,-73.9019246
Pioneer Supermarket,supermarket,40.8104444,-73.9431569
C.P. Yang,convenience,40.7781347,-73.9780367
Interboro Convenient Store,convenience,40.8487134,-73.9326183
Extra Jumbo by Antillana,convenience,40.8487507,-73.9327096
A&S Deli,convenience,40.8102571,-73.9470624
Clayton Deli,convenience,40.8113098,-73.9462795
Lincoln Market,supermarket,40.8080665,-73.9531637
Moon Stage Smoke Shop,convenience,40.7421091,-73.9826735
Lalo Convenience,convenience,40.779517,-73.9842057
East City Convenience,convenience,40.759723,-73.9624652
Merci Market,convenience,40.7422105,-73.9972512
Bayard Market,supermarket,40.7153268,-73.9978815
Habibi Convenience,convenience,40.7458302,-73.9074212
Woodside Grocery,convenience,40.7451882,-73.9034238
Park View Mart,convenience,40.8017134,-73.9575841
Unknown,convenience,40.825022,-73.9100255
Bedford Gourmet Food,convenience,40.7185934,-73.9570698
Lexa Convenience,convenience,40.7737236,-73.9596215
El Nopal Productos Mexicanos,convenience,40.7416172,-73.9198379
A & N Deli Grocery,convenience,40.7560014,-73.9216161
39 Candy & Beverages,convenience,40.7530154,-73.9332986
K Famous Deli,convenience,40.7726865,-73.9322842
EIGHT Street Mini Mart,convenience,40.7727772,-73.9324705
Abingdon Market,convenience,40.7369293,-74.0052506
Mini Supermarket,convenience,40.7390543,-73.9184227
Astoria Smoke Shop,convenience,40.7753227,-73.9119653
Bravo Supermarket,supermarket,40.7119896,-73.9416996
Vape & Snacks,convenience,40.7554698,-73.9270928
Quick Stop on First Ave,convenience,40.766274,-73.957349
Mozatic Convenience Shop,convenience,40.760995,-73.9161092
Natural Frontier Market,supermarket,40.7754345,-73.9099719
TESO mini,convenience,40.7648346,-73.9167031
Apple's Gourmet Deli,convenience,40.7513368,-73.9338102
Midtown Deli Corp. Deli Grocery,convenience,40.7603659,-73.9909937
Atlantis Market,convenience,40.7459437,-73.933761
Beer & Convenience,convenience,40.7604505,-73.9616018
Sunny Baby Grocery Corp,convenience,40.7458904,-73.9076071
Farm Fresh Deli,convenience,40.7122536,-73.9001629
Ouri's Market,supermarket,40.7670166,-73.9628431
Lupita Shop,convenience,40.7784407,-73.9088914
Astoria Convenience,convenience,40.7758624,-73.9152537
West Pier Market,convenience,40.7618518,-74.0001926
Unknown,convenience,40.8504853,-73.9703785
Appleton's Marketplace,convenience,40.7751403,-73.987643
Unknown,convenience,40.771065,-73.9033066
Unknown,convenience,40.785781,-74.0188883
Manny's Juice Bar & Grill,convenience,40.7073114,-73.9447776
Big Apple Deli & Grill,convenience,40.7076101,-73.9416647
Ebisu Life Store,convenience,40.7205108,-74.0011603
Mini Cart Convenience,convenience,40.7228594,-73.98904
Essentials Marketplace,convenience,40.7296949,-73.9810977
East Village Gourmet Deli,convenience,40.7300561,-73.9808029
Village Craft Beer & Smoke II,convenience,40.7292807,-73.9981354
2nd Avenue Corner,convenience,40.7620208,-73.9635464
Soho Deli Grocery,convenience,40.7224752,-73.992221
Genkiya Mart,supermarket,40.7220123,-73.9966638
Excelsior by Stark Office Suites,supermarket,40.7558756,-73.9701486
Sunnyside Mini Mart,convenience,40.7462075,-73.9160284
Metro Convenience & Grocery,convenience,40.7460964,-73.9150373
2166 Discount Store,convenience,40.8047268,-73.9548953
Pop Up Grocer,convenience,40.7296464,-74.0018437
Unknown,convenience,40.7527564,-73.9727478
Mulberry Market,supermarket,40.7232089,-73.9958812
Yogi Convenience,convenience,40.740273,-73.9236898
Terminal B Mart & Sippy Cafe,convenience,40.7221707,-73.9831919
Kiosko Deli Grocery,convenience,40.7616864,-73.9181693
Merci Market,convenience,40.7648538,-73.9770381
39 K Food,convenience,40.7476327,-73.9735781
265 Cherry Foodmarket,convenience,40.7111006,-73.9893696
Village Snack Mart,convenience,40.7269074,-73.9860635
Shop Fair,supermarket,40.8095106,-73.948298
Al Hanaa,convenience,40.767172,-73.9125237
Lenox Five Star Deli Grocery,convenience,40.81998,-73.9369224
Yours Wholesome Foods,convenience,40.7211139,-73.9870573
Grab & Go,convenience,40.7500214,-73.9397139
100 Marketplace,convenience,40.7035023,-74.0118101
Broadway Corner Store,convenience,40.7591726,-73.9197395
2nd Heaven Organic,convenience,40.7800418,-73.9503885
Deli & Zakka MI-NE,convenience,40.7362861,-73.9973648
Dainobu,supermarket,40.7453043,-73.9314008
Nardos,supermarket,40.7689424,-73.9672404
Las Mesetas Grocery Corporation,convenience,40.7047486,-73.9165957
TSQ Food Court,convenience,40.75971,-73.9836
